,city,area_code,account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,customer_service_calls,churn,phone_num,which_plan
1377,Jacksonville,904,119,no,yes,27,220.1,128,37.42,268.2,133,22.8,146.5,80,6.59,0,0,7922,Voicemail only
1381,Jacksonville,904,120,no,no,0,198.8,56,33.8,230.1,73,19.56,119.8,81,5.39,2,0,5883,No plan
1385,Jacksonville,904,121,no,yes,35,193.8,62,32.95,197.6,97,16.8,218.8,95,9.85,0,0,6352,Voicemail only
1390,Jacksonville,904,123,no,no,0,204.4,88,34.75,137.5,111,11.69,226.0,100,10.17,0,0,6052,No plan
1392,Jacksonville,904,123,no,yes,34,305.2,80,51.88,156.5,109,13.3,280.0,81,12.6,1,0,3016,Voicemail only
1394,Jacksonville,904,124,no,yes,28,251.4,104,42.74,225.1,89,19.13,251.9,121,11.34,1,0,1649,Voicemail only
1395,Jacksonville,904,125,no,no,0,224.9,102,38.23,143.8,87,12.22,198.9,105,8.95,0,0,1821,No plan
1398,Jacksonville,904,126,no,no,0,211.6,70,35.97,216.9,80,18.44,153.5,60,6.91,1,0,9472,No plan
1399,Jacksonville,904,126,no,no,0,228.7,102,38.88,168.7,99,14.34,223.5,100,10.06,1,0,4309,No plan
1400,Jacksonville,904,126,no,no,0,256.5,112,43.61,199.5,90,16.96,188.3,122,8.47,3,0,9663,No plan
1402,Jacksonville,904,126,yes,no,0,197.6,126,33.59,246.5,112,20.95,285.3,104,12.84,,0,9798,International only
1404,Jacksonville,904,127,no,no,0,239.8,107,40.77,128.9,121,10.96,249.9,110,11.25,1,0,6695,No plan
1406,Jacksonville,904,127,no,yes,28,235.6,124,40.05,236.8,113,20.13,241.2,127,10.85,1,0,7684,Voicemail only
1408,Jacksonville,904,128,no,no,0,199.3,86,33.88,194.8,102,16.56,298.2,82,13.42,4,0,4613,No plan
1412,Jacksonville,904,129,no,no,0,207.0,91,35.19,154.9,121,13.17,245.1,112,11.03,3,0,2632,No plan
1413,Jacksonville,904,130,no,no,0,207.1,70,35.21,200.1,115,17.01,194.2,100,8.74,1,0,1135,No plan
1417,Jacksonville,904,132,no,no,0,206.2,100,35.05,211.2,118,17.95,196.2,122,8.83,1,0,9190,No plan
1418,Jacksonville,904,132,no,no,0,240.1,115,40.82,180.4,91,15.33,133.4,122,6.0,3,0,7903,No plan
1424,Jacksonville,904,137,no,no,0,242.1,118,41.16,191.0,93,16.24,218.6,50,9.84,3,0,5732,No plan
1428,Jacksonville,904,138,no,no,0,205.9,96,35.0,257.1,94,21.85,209.0,63,9.4,0,0,7407,No plan
1433,Jacksonville,904,141,no,no,0,215.6,113,36.65,200.6,81,17.05,153.8,107,6.92,1,0,8114,No plan
1434,Jacksonville,904,141,no,no,0,242.8,90,41.28,234.1,80,19.9,211.5,104,9.52,5,0,6773,No plan
1437,Jacksonville,904,144,no,yes,37,219.9,102,37.38,222.1,77,18.88,118.5,111,5.33,1,0,2451,Voicemail only
1438,Jacksonville,904,144,no,yes,51,283.9,98,48.26,192.0,109,16.32,196.3,85,8.83,1,0,4484,Voicemail only
1439,Jacksonville,904,145,no,no,0,229.6,82,39.03,138.1,103,11.74,250.8,109,11.29,1,0,6559,No plan
1442,Jacksonville,904,146,no,no,0,206.3,151,35.07,148.6,89,12.63,167.2,91,7.52,1,0,4584,No plan
1443,Jacksonville,904,147,no,no,0,209.4,104,35.6,132.5,78,11.26,149.4,123,6.72,2,0,2203,No plan
1445,Jacksonville,904,148,no,no,0,203.0,92,34.51,150.9,125,12.83,245.5,131,11.05,1,0,9520,No plan
1456,Jacksonville,904,154,no,yes,32,192.3,82,32.69,165.3,134,14.05,205.0,74,9.23,2,0,2631,Voicemail only
1458,Jacksonville,904,154,no,yes,35,224.0,102,38.08,192.0,99,16.32,163.1,100,7.34,0,0,4216,Voicemail only
1465,Jacksonville,904,160,no,no,0,216.8,77,36.86,207.3,117,17.62,228.6,117,10.29,1,0,6084,No plan
1467,Jacksonville,904,161,no,no,0,196.6,73,33.42,170.2,79,14.47,194.3,79,8.74,1,0,3879,No plan
1469,Jacksonville,904,162,no,yes,46,224.9,97,38.23,188.2,84,16.0,254.6,61,11.46,0,0,7170,Voicemail only
1470,Jacksonville,904,163,no,yes,22,215.1,91,36.57,138.9,102,11.81,146.2,109,6.58,2,0,5655,Voicemail only
1478,Jacksonville,904,176,no,yes,23,283.2,130,48.14,162.6,74,13.82,177.7,104,8.0,1,0,2402,Voicemail only
1480,Jacksonville,904,177,no,yes,27,230.2,106,39.13,196.1,78,16.67,215.4,108,9.69,1,0,7679,Voicemail only
1488,Jacksonville,904,196,no,no,0,234.0,109,39.78,249.5,114,21.21,173.1,70,7.79,2,0,2373,No plan
1491,Tampa,813,1,no,yes,26,208.0,115,35.36,185.0,113,15.73,177.7,144,8.0,1,0,2144,Voicemail only
1494,Tampa,813,6,no,no,0,226.5,93,38.51,152.1,122,12.93,164.4,98,7.4,3,0,1331,No plan
1497,Tampa,813,13,no,no,0,193.2,89,32.84,194.4,90,16.52,186.5,104,8.39,4,0,7580,No plan
1499,Tampa,813,16,no,no,0,205.6,69,34.95,169.5,93,14.41,220.1,64,9.9,0,0,2583,No plan
1502,Tampa,813,22,no,yes,14,199.1,100,33.85,221.8,103,18.85,65.7,91,2.96,1,0,1684,Voicemail only
1503,Tampa,813,24,no,yes,29,236.3,105,40.17,190.8,114,16.22,129.0,105,5.81,3,0,9396,Voicemail only
1504,Tampa,813,33,no,no,0,213.9,88,36.36,239.8,119,20.38,148.7,71,6.69,2,0,3202,No plan
1513,Tampa,813,41,no,no,0,237.8,92,40.43,223.5,155,19.0,217.4,90,9.78,2,0,6906,No plan
1514,Tampa,813,43,no,no,0,230.2,147,39.13,186.7,121,15.87,128.4,100,5.78,0,0,5320,No plan
1515,Tampa,813,44,no,yes,34,221.8,105,37.71,161.7,85,13.74,227.7,62,10.25,0,0,6639,Voicemail only
1516,Tampa,813,45,no,no,0,207.6,71,35.29,152.7,94,12.98,217.8,125,9.8,1,0,8406,No plan
1517,Tampa,813,46,no,no,0,196.7,85,33.44,205.9,74,17.5,216.6,112,9.75,3,0,3538,No plan
1518,Tampa,813,46,no,no,0,210.2,92,35.73,227.3,77,19.32,200.1,116,9.0,1,0,7072,No plan
1521,Tampa,813,48,no,no,0,210.8,84,35.84,189.6,98,16.12,157.6,99,7.09,2,0,2831,No plan
1522,Tampa,813,49,no,yes,28,214.4,78,36.45,235.2,100,19.99,206.2,107,9.28,3,0,6229,Voicemail only
1523,Tampa,813,50,no,yes,35,192.6,97,32.74,135.2,101,11.49,216.2,101,9.73,2,0,3779,Voicemail only
1525,Tampa,813,52,no,yes,21,195.7,119,33.27,106.2,95,9.03,157.4,94,7.08,2,0,8920,Voicemail only
1534,Tampa,813,60,no,no,0,193.9,118,32.96,85.0,110,7.23,210.1,134,9.45,3,0,2738,No plan
1539,Tampa,813,64,no,no,0,194.2,147,33.01,173.4,87,14.74,268.7,114,12.09,2,0,6638,No plan
1540,Tampa,813,64,no,no,0,219.2,73,37.26,167.0,65,14.2,161.4,119,7.26,1,0,2949,No plan
1543,Tampa,813,67,no,no,0,210.7,116,35.82,219.2,86,18.63,179.7,83,8.09,1,0,4481,No plan
1544,Tampa,813,67,no,no,0,260.4,107,44.27,208.2,104,17.7,207.9,115,9.36,6,0,5370,No plan
1546,Tampa,813,68,no,no,0,195.4,116,33.22,212.1,101,18.03,138.4,134,6.23,1,0,4538,No plan
1547,Tampa,813,69,no,no,0,196.1,87,33.34,236.8,66,20.13,182.3,75,8.2,0,0,9180,No plan
1548,Tampa,813,69,no,no,0,227.0,122,38.59,258.7,111,21.99,169.7,87,7.64,2,0,8880,No plan
1551,Tampa,813,72,no,no,0,217.8,93,37.03,189.7,113,16.12,182.6,91,8.22,4,0,4806,No plan
1555,Tampa,813,73,no,no,0,194.8,112,33.12,167.2,85,14.21,100.3,61,4.51,1,0,2370,No plan
1556,Tampa,813,73,no,no,0,240.3,130,40.85,162.5,83,13.81,231.9,136,10.44,0,0,8786,No plan
1562,Tampa,813,80,no,no,0,206.3,97,35.07,154.9,98,13.17,263.6,82,11.86,0,0,9806,No plan
1569,Tampa,813,82,no,yes,34,232.6,121,39.54,153.2,115,13.02,286.7,77,12.9,3,0,7204,Voicemail only
1570,Tampa,813,83,no,no,0,221.4,103,37.64,231.8,103,19.7,122.5,100,5.51,3,0,4384,No plan
1571,Tampa,813,83,no,no,0,259.7,106,44.15,152.7,116,12.98,224.7,92,10.11,0,0,2294,No plan
1575,Tampa,813,85,no,no,0,212.3,107,36.09,228.4,103,19.41,163.3,116,7.35,0,0,6194,No plan
1579,Tampa,813,87,no,no,0,198.3,80,33.71,187.0,89,15.9,133.5,96,6.01,2,0,4303,No plan
1588,Tampa,813,90,no,no,0,214.9,97,36.53,117.8,117,10.01,133.7,78,6.02,2,0,9786,No plan
1591,Tampa,813,91,no,no,0,231.8,120,39.41,150.6,106,12.8,269.2,129,12.11,3,0,5337,No plan
1601,Tampa,813,94,no,yes,28,233.2,88,39.64,113.3,102,9.63,118.0,71,5.31,0,0,8505,Voicemail only
1602,Tampa,813,95,no,no,0,237.3,83,40.34,154.0,65,13.09,237.0,105,10.67,1,0,2190,No plan
1603,Tampa,813,95,no,yes,32,262.2,123,44.57,165.2,82,14.04,194.3,57,8.74,0,0,4627,Voicemail only
1612,Tampa,813,99,no,no,0,241.1,72,40.99,155.6,98,13.23,188.2,109,8.47,1,0,2284,No plan
1614,Tampa,813,100,no,no,0,203.8,122,34.65,283.1,76,24.06,197.3,83,8.88,0,0,5189,No plan
1615,Tampa,813,100,no,yes,25,246.6,94,41.92,141.4,112,12.02,189.8,109,8.54,1,0,3447,Voicemail only
1618,Tampa,813,101,no,no,0,231.3,87,39.32,224.7,88,19.1,214.6,69,9.66,1,0,9968,No plan
1619,Tampa,813,101,no,yes,23,262.2,101,44.57,157.0,80,13.35,129.1,100,5.81,1,0,9009,Voicemail only
1624,Tampa,813,102,no,no,0,271.1,80,46.09,172.0,133,14.62,169.2,105,7.61,1,0,7362,No plan
1625,Tampa,813,103,no,no,0,263.4,118,44.78,179.1,69,15.22,214.7,112,9.66,0,0,4845,No plan
1632,Tampa,813,104,no,no,0,278.4,106,47.33,81.0,113,6.89,163.2,137,7.34,1,0,4467,No plan
1633,Tampa,813,105,no,no,0,246.4,83,41.89,256.2,101,21.78,169.0,151,7.61,0,0,2108,No plan
1634,Tampa,813,105,no,no,0,259.3,96,44.08,175.2,97,14.89,222.4,36,10.01,3,0,3145,No plan
1638,Tampa,813,107,no,no,0,204.5,108,34.77,162.4,110,13.8,155.0,102,6.98,3,0,5495,No plan
1639,Tampa,813,107,no,yes,22,281.1,83,47.79,143.7,130,12.21,239.4,128,10.77,1,0,9943,Voicemail only
1640,Tampa,813,107,yes,no,0,273.5,104,46.5,183.8,68,15.62,153.8,67,6.92,2,0,8875,International only
1643,Tampa,813,108,no,no,0,199.3,104,33.88,224.2,92,19.06,140.1,57,6.3,0,0,2268,No plan
1644,Tampa,813,108,no,yes,30,276.6,99,47.02,220.1,113,18.71,177.9,95,8.01,2,0,7624,Voicemail only
1645,Tampa,813,109,no,no,0,200.1,72,34.02,300.9,120,25.58,236.0,68,10.62,0,0,4695,No plan
1655,Tampa,813,113,no,no,0,215.6,96,36.65,193.4,127,16.44,105.4,115,4.74,1,0,4715,No plan
1658,Tampa,813,114,no,yes,30,206.2,79,35.05,260.0,91,22.1,291.6,83,13.12,1,0,6774,Voicemail only
1659,Tampa,813,114,no,yes,36,309.9,90,52.68,200.3,89,17.03,183.5,105,8.26,1,0,7369,Voicemail only
1660,Tampa,813,115,no,no,0,268.0,115,45.56,153.6,106,13.06,232.3,65,10.45,3,0,1400,No plan
1661,Tampa,813,116,no,yes,17,193.4,112,32.88,240.6,131,20.45,248.1,98,11.16,5,0,6577,Voicemail only
1667,Tampa,813,120,no,no,0,192.6,123,32.74,206.4,105,17.54,283.2,93,12.74,1,0,8667,No plan
1668,Tampa,813,120,no,yes,23,221.9,114,37.72,254.7,84,21.65,250.5,117,11.27,2,0,5441,Voicemail only
1669,Tampa,813,122,no,no,0,232.5,96,39.53,205.5,120,17.47,213.7,91,9.62,0,0,5920,No plan
1671,Tampa,813,124,no,no,0,193.0,97,32.81,89.8,99,7.63,172.8,104,7.78,1,0,1490,No plan
1672,Tampa,813,124,no,no,0,253.5,104,43.1,117.9,123,10.02,248.5,104,11.18,0,0,1406,No plan
1674,Tampa,813,125,no,no,0,212.3,89,36.09,215.4,127,18.31,186.8,73,8.41,2,0,7020,No plan
1675,Tampa,813,125,no,yes,39,236.1,107,40.14,289.2,110,24.58,175.4,107,7.89,2,0,6342,Voicemail only
1677,Tampa,813,127,no,no,0,224.3,112,38.13,185.7,103,15.78,159.4,83,7.17,2,0,6769,No plan
1679,Tampa,813,128,no,yes,25,265.1,110,45.07,197.4,99,16.78,244.7,91,11.01,1,0,4657,Voicemail only
1680,Tampa,813,129,no,yes,27,196.6,89,33.42,180.6,95,15.35,245.0,83,11.03,1,0,3238,Voicemail only
1682,Tampa,813,129,no,yes,34,204.5,79,34.77,132.8,113,11.29,190.1,117,8.55,2,0,5626,Voicemail only
1683,Tampa,813,129,yes,no,0,192.9,131,32.79,185.5,101,15.77,205.2,130,9.23,1,0,2712,International only
1692,Tampa,813,135,no,no,0,246.8,129,41.96,187.8,121,15.96,154.5,109,6.95,1,0,1713,No plan
1693,Tampa,813,135,no,yes,27,273.4,141,46.48,154.0,99,13.09,245.8,112,11.06,1,0,6033,Voicemail only
1695,Tampa,813,136,no,no,0,204.5,63,34.77,208.8,95,17.75,224.0,119,10.08,0,0,2763,No plan
1696,Tampa,813,138,no,no,0,240.8,104,40.94,144.5,92,12.28,125.7,98,5.66,0,0,6334,No plan
1697,Tampa,813,139,no,no,0,196.0,135,33.32,186.0,146,15.81,153.0,92,6.89,3,0,9149,No plan
1707,Tampa,813,145,no,no,0,241.7,137,41.09,135.8,100,11.54,277.6,123,12.49,0,0,8769,No plan
1710,Tampa,813,147,no,yes,36,254.2,78,43.21,228.1,105,19.39,98.0,125,4.41,5,0,7009,Voicemail only
1711,Tampa,813,148,no,yes,26,244.9,150,41.63,118.0,138,10.03,236.0,91,10.62,2,0,7937,Voicemail only
1714,Tampa,813,149,no,yes,43,206.7,79,35.14,174.6,122,14.84,241.5,80,10.87,1,0,9972,Voicemail only
1716,Tampa,813,150,no,no,0,214.0,117,36.38,192.4,89,16.35,242.6,99,10.92,1,0,1465,No plan
1717,Tampa,813,151,yes,no,0,198.7,70,33.78,209.5,106,17.81,281.9,126,12.69,0,0,5843,International only
1718,Tampa,813,153,no,no,0,195.4,107,33.22,154.6,96,13.14,142.8,97,6.43,1,0,9121,No plan
1719,Tampa,813,153,no,yes,31,218.5,130,37.15,134.2,103,11.41,118.9,105,5.35,0,0,1631,Voicemail only
1721,Tampa,813,156,no,no,0,237.7,122,40.41,181.5,91,15.43,185.7,151,8.36,1,0,8669,No plan
1729,Tampa,813,163,yes,no,0,197.2,90,33.52,188.5,113,16.02,211.1,94,9.5,1,0,7290,International only
1730,Tampa,813,166,no,no,0,204.2,115,34.71,179.9,152,15.29,216.8,109,9.76,1,0,6759,No plan
1731,Tampa,813,172,no,yes,47,274.9,102,46.73,186.6,118,15.86,245.0,123,11.03,1,0,5962,Voicemail only
1733,Tampa,813,177,no,no,0,232.8,106,39.58,175.2,97,14.89,212.2,77,9.55,2,0,8809,No plan
1734,Tampa,813,179,no,no,0,234.5,134,39.87,164.2,94,13.96,191.4,72,8.61,1,0,5132,No plan
1737,Tampa,813,184,yes,no,0,213.8,105,36.35,159.6,84,13.57,139.2,137,6.26,,0,6381,International only
1743,West Palm Beach,561,5,no,no,0,199.2,106,33.86,187.3,12,15.92,214.0,85,9.63,3,0,2758,No plan
1744,West Palm Beach,561,8,no,yes,36,242.9,67,41.29,170.9,59,14.53,177.3,130,7.98,1,0,2245,Voicemail only
1747,West Palm Beach,561,13,no,no,0,220.4,100,37.47,211.2,79,17.95,259.3,112,11.67,2,0,4293,No plan
1755,West Palm Beach,561,32,no,yes,26,266.7,109,45.34,232.3,107,19.75,212.8,98,9.58,1,0,7565,Voicemail only
1759,West Palm Beach,561,36,no,no,0,235.1,97,39.97,196.8,104,16.73,259.7,110,11.69,3,0,8382,No plan
1760,West Palm Beach,561,36,no,no,0,253.4,77,43.08,182.4,151,15.5,275.8,103,12.41,1,0,8867,No plan
1762,West Palm Beach,561,43,yes,no,0,251.5,105,42.76,212.8,104,18.09,157.8,67,7.1,0,0,9847,International only
1769,West Palm Beach,561,48,no,no,0,240.0,88,40.8,141.0,117,11.99,128.9,137,5.8,1,0,2718,No plan
1770,West Palm Beach,561,50,no,no,0,258.1,106,43.88,161.4,106,13.72,225.1,110,10.13,1,0,3890,No plan
1772,West Palm Beach,561,52,no,no,0,214.7,68,36.5,158.6,138,13.48,123.4,114,5.55,2,0,4780,No plan
1773,West Palm Beach,561,52,no,no,0,215.9,67,36.7,217.0,108,18.45,342.8,130,15.43,1,0,4739,No plan
1780,West Palm Beach,561,57,no,yes,33,193.4,105,32.88,231.6,79,19.69,226.2,90,10.18,2,0,8576,Voicemail only
1781,West Palm Beach,561,57,yes,yes,17,236.5,94,40.21,163.1,94,13.86,236.7,117,10.65,2,0,6418,International & Voicemail 
1782,West Palm Beach,561,58,no,yes,22,224.1,127,38.1,238.8,85,20.3,174.2,86,7.84,2,0,8445,Voicemail only
1791,West Palm Beach,561,65,no,no,0,192.0,89,32.64,139.5,88,11.86,187.4,102,8.43,2,0,8871,No plan
1794,West Palm Beach,561,68,no,yes,29,239.5,82,40.72,203.8,105,17.32,167.8,70,7.55,0,0,4762,Voicemail only
1795,West Palm Beach,561,69,no,yes,31,194.9,63,33.13,191.6,90,16.29,153.0,129,6.89,2,0,3937,Voicemail only
1798,West Palm Beach,561,70,no,no,0,214.8,87,36.52,131.0,114,11.14,216.9,104,9.76,3,0,2072,No plan
1803,West Palm Beach,561,73,no,no,0,224.4,90,38.15,159.5,88,13.56,192.8,74,8.68,1,0,2782,No plan
1804,West Palm Beach,561,74,no,no,0,200.4,87,34.07,309.2,105,26.28,152.1,118,6.84,1,0,5918,No plan
1805,West Palm Beach,561,74,no,yes,25,234.4,113,39.85,265.9,82,22.6,241.4,77,10.86,0,0,4344,Voicemail only
1806,West Palm Beach,561,74,no,yes,31,249.4,70,42.4,209.5,59,17.81,180.6,75,8.13,4,0,8245,Voicemail only
1808,West Palm Beach,561,75,no,yes,19,210.3,90,35.75,241.8,87,20.55,215.7,102,9.71,4,0,1916,Voicemail only
1812,West Palm Beach,561,77,no,yes,17,204.9,84,34.83,201.0,102,17.09,219.7,97,9.89,0,0,3042,Voicemail only
1815,West Palm Beach,561,78,no,no,0,220.0,95,37.4,179.9,121,15.29,188.2,109,8.47,0,0,3902,No plan
1822,West Palm Beach,561,83,no,yes,30,272.5,105,46.33,253.0,83,21.51,180.8,123,8.14,3,0,6074,Voicemail only
1823,West Palm Beach,561,84,no,yes,35,207.5,138,35.28,201.0,116,17.09,164.5,107,7.4,4,0,8665,Voicemail only
1824,West Palm Beach,561,84,no,yes,42,214.3,112,36.43,188.2,107,16.0,333.5,117,15.01,0,0,5552,Voicemail only
1827,West Palm Beach,561,85,no,yes,37,229.6,123,39.03,132.3,90,11.25,211.9,76,9.54,2,0,9210,Voicemail only
1830,West Palm Beach,561,86,no,no,0,226.3,88,38.47,223.0,107,18.96,255.6,92,11.5,4,0,2789,No plan
1832,West Palm Beach,561,86,no,yes,39,261.2,122,44.4,214.2,101,18.21,154.9,101,6.97,2,0,4084,Voicemail only
1834,West Palm Beach,561,87,no,no,0,234.8,85,39.92,140.9,91,11.98,204.3,93,9.19,1,0,3101,No plan
1837,West Palm Beach,561,88,yes,yes,25,288.5,114,49.05,203.4,74,17.29,228.4,117,10.28,1,0,4870,International & Voicemail 
1840,West Palm Beach,561,90,no,no,0,198.5,124,33.75,266.6,100,22.66,243.3,80,10.95,2,0,9068,No plan
1841,West Palm Beach,561,90,no,no,0,207.2,121,35.22,292.5,104,24.86,226.3,103,10.18,2,0,2825,No plan
1844,West Palm Beach,561,92,no,no,0,201.9,74,34.32,226.8,119,19.28,217.5,80,9.79,3,0,9566,No plan
1845,West Palm Beach,561,92,no,no,0,212.4,105,36.11,224.6,118,19.09,221.3,105,9.96,1,0,7470,No plan
1848,West Palm Beach,561,94,no,no,0,220.8,111,37.54,156.2,67,13.28,187.9,89,8.46,2,0,9015,No plan
1854,West Palm Beach,561,95,no,yes,32,247.0,109,41.99,125.6,91,10.68,226.5,90,10.19,3,0,2220,Voicemail only
1862,West Palm Beach,561,100,no,no,0,210.9,85,35.85,329.3,69,27.99,127.1,78,5.72,4,0,9478,No plan
1863,West Palm Beach,561,100,no,no,0,247.8,117,42.13,130.0,95,11.05,134.3,125,6.04,1,0,4277,No plan
1864,West Palm Beach,561,101,no,yes,21,238.0,88,40.46,209.6,84,17.82,233.0,95,10.49,2,0,4244,Voicemail only
1865,West Palm Beach,561,101,no,yes,33,200.1,108,34.02,188.9,122,16.06,205.1,90,9.23,0,0,8695,Voicemail only
1869,West Palm Beach,561,103,no,no,0,206.5,125,35.11,180.2,113,15.32,220.6,95,9.93,3,0,7278,No plan
1874,West Palm Beach,561,106,no,no,0,207.9,91,35.34,172.0,109,14.62,191.8,143,8.63,4,0,2153,No plan
1875,West Palm Beach,561,106,no,no,0,235.2,121,39.98,220.6,87,18.75,236.3,91,10.63,1,0,8928,No plan
1876,West Palm Beach,561,107,no,yes,27,283.4,104,48.18,224.1,152,19.05,241.3,63,10.86,2,0,2662,Voicemail only
1877,West Palm Beach,561,107,no,yes,30,198.9,87,33.81,207.0,90,17.6,159.8,76,7.19,3,0,6282,Voicemail only
1879,West Palm Beach,561,108,no,no,0,193.3,126,32.86,154.7,85,13.15,174.8,98,7.87,3,0,6333,No plan
1881,West Palm Beach,561,108,no,yes,35,215.9,106,36.7,200.6,107,17.05,195.4,107,8.79,0,0,8615,Voicemail only
1885,West Palm Beach,561,110,no,yes,40,202.6,103,34.44,118.8,128,10.1,234.9,98,10.57,2,0,4078,Voicemail only
1889,West Palm Beach,561,115,no,no,0,206.2,113,35.05,176.4,102,14.99,297.1,119,13.37,1,0,6525,No plan
1890,West Palm Beach,561,115,no,yes,14,192.3,86,32.69,88.7,90,7.54,229.4,120,10.32,2,0,7370,Voicemail only
1892,West Palm Beach,561,116,no,no,0,201.8,82,34.31,231.5,95,19.68,226.1,130,10.17,0,0,3769,No plan
1893,West Palm Beach,561,116,no,yes,35,200.4,104,34.07,272.8,89,23.19,214.5,100,9.65,1,0,2439,Voicemail only
1899,West Palm Beach,561,121,no,no,0,215.6,74,36.65,192.9,98,16.4,144.0,103,6.48,5,0,3857,No plan
1904,West Palm Beach,561,122,no,yes,30,230.1,108,39.12,287.6,76,24.45,177.1,85,7.97,2,0,5400,Voicemail only
1906,West Palm Beach,561,123,no,no,0,206.9,85,35.17,244.7,78,20.8,221.5,136,9.97,3,0,6591,No plan
1907,West Palm Beach,561,123,no,no,0,209.4,49,35.6,237.4,117,20.18,239.2,98,10.76,1,0,5199,No plan
1908,West Palm Beach,561,123,no,yes,23,245.0,88,41.65,265.0,105,22.53,239.7,108,10.79,2,0,8711,Voicemail only
1913,West Palm Beach,561,125,no,no,0,233.3,65,39.66,209.8,93,17.83,210.6,109,9.48,1,0,3950,No plan
1914,West Palm Beach,561,127,no,no,0,220.2,108,37.43,188.4,124,16.01,172.7,113,7.77,2,0,3285,No plan
1916,West Palm Beach,561,128,no,no,0,247.3,91,42.04,182.7,60,15.53,143.2,112,6.44,3,0,7461,No plan
1918,West Palm Beach,561,128,no,yes,32,222.9,136,37.89,262.0,80,22.27,191.4,101,8.61,0,0,8368,Voicemail only
1919,West Palm Beach,561,130,no,no,0,203.9,63,34.66,191.8,93,16.3,132.5,125,5.96,3,0,3895,No plan
1921,West Palm Beach,561,131,no,no,0,196.1,89,33.34,185.5,87,15.77,250.0,132,11.25,2,0,5044,No plan
1922,West Palm Beach,561,131,no,yes,28,249.6,87,42.43,227.2,138,19.31,239.9,92,10.8,3,0,5012,Voicemail only
1929,West Palm Beach,561,137,no,no,0,215.9,76,36.7,145.4,118,12.36,186.9,129,8.41,1,0,1664,No plan
1933,West Palm Beach,561,139,no,no,0,221.3,140,37.62,157.8,89,13.41,192.5,89,8.66,1,0,2017,No plan
1937,West Palm Beach,561,142,no,no,0,232.1,102,39.46,168.2,110,14.3,197.3,120,8.88,1,0,4968,No plan
1943,West Palm Beach,561,148,no,no,0,239.3,84,40.68,195.7,85,16.63,232.6,104,10.47,1,0,4051,No plan
1958,West Palm Beach,561,166,no,no,0,220.7,106,37.52,177.8,118,15.11,206.1,102,9.27,1,0,1830,No plan
1960,West Palm Beach,561,176,no,no,0,201.9,101,34.32,154.7,78,13.15,164.4,79,7.4,1,0,3493,No plan
1961,West Palm Beach,561,176,no,no,0,223.2,76,37.94,214.4,131,18.22,154.4,80,6.95,3,0,6621,No plan
1963,West Palm Beach,561,179,no,no,0,219.2,92,37.26,149.4,125,12.7,244.7,104,11.01,0,0,2393,No plan
1964,West Palm Beach,561,179,yes,yes,38,220.1,78,37.42,234.3,71,19.92,237.3,85,10.68,4,0,3412,International & Voicemail 
1965,West Palm Beach,561,180,no,yes,33,231.8,78,39.41,232.9,79,19.8,206.9,121,9.31,1,0,4139,Voicemail only
1973,West Palm Beach,561,201,no,no,0,212.7,72,36.16,225.2,90,19.14,195.1,99,8.78,1,0,8900,No plan
1974,West Palm Beach,561,204,no,no,0,205.2,145,34.88,154.8,95,13.16,191.4,77,8.61,3,0,3077,No plan
1979,Daytona Beach,386,7,no,yes,30,221.4,114,37.64,165.8,116,14.09,247.0,105,11.12,1,0,8299,Voicemail only
1980,Daytona Beach,386,17,no,yes,35,198.5,123,33.75,270.6,74,23.0,209.9,130,9.45,1,0,6709,Voicemail only
1982,Daytona Beach,386,21,no,no,0,244.7,81,41.6,168.0,117,14.28,281.5,87,12.67,1,0,2274,No plan
1986,Daytona Beach,386,27,no,no,0,193.8,102,32.95,118.9,104,10.11,135.9,124,6.12,0,0,1419,No plan
1987,Daytona Beach,386,30,no,yes,30,217.4,74,36.96,213.8,86,18.17,227.2,104,10.22,0,0,4703,Voicemail only
1990,Daytona Beach,386,32,no,yes,31,232.8,97,39.58,183.5,111,15.6,206.8,111,9.31,0,0,6977,Voicemail only
1994,Daytona Beach,386,40,yes,no,0,220.8,100,37.54,265.7,106,22.58,212.8,94,9.58,0,0,1900,International only
1995,Daytona Beach,386,41,no,yes,34,194.4,63,33.05,254.9,110,21.67,160.2,115,7.21,2,0,6880,Voicemail only
1997,Daytona Beach,386,45,no,yes,38,196.8,92,33.46,254.2,108,21.61,261.8,85,11.78,1,0,2903,Voicemail only
2010,Daytona Beach,386,59,no,no,0,204.3,65,34.73,247.3,123,21.02,214.7,94,9.66,1,0,9671,No plan
2011,Daytona Beach,386,59,yes,yes,31,225.0,78,38.25,191.3,79,16.26,226.7,79,10.2,1,0,5354,International & Voicemail 
2012,Daytona Beach,386,60,no,no,0,203.2,99,34.54,235.8,131,20.04,224.9,112,10.12,2,0,9339,No plan
2013,Daytona Beach,386,60,no,no,0,221.1,106,37.59,178.6,48,15.18,202.7,90,9.12,1,0,6676,No plan
2015,Daytona Beach,386,61,no,yes,33,270.7,53,46.02,200.7,116,17.06,201.7,102,9.08,3,0,5617,Voicemail only
2018,Daytona Beach,386,63,no,no,0,211.2,80,35.9,237.7,93,20.2,259.2,58,11.66,0,0,5207,No plan
