,city,area_code,account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,customer_service_calls,churn,phone_num,which_plan
2953,Cape Coral,239,116,no,no,0,173.5,93,29.5,194.1,76,16.5,208.0,112,9.36,3,0,5681,No plan
2960,Cape Coral,239,119,no,no,0,98.8,97,16.8,146.9,68,12.49,190.7,105,8.58,3,0,8765,No plan
2974,Cape Coral,239,123,no,no,0,150.0,98,25.5,89.8,95,7.63,326.0,91,14.67,3,0,6208,No plan
2993,Cape Coral,239,131,no,no,0,240.9,108,40.95,167.4,91,14.23,322.2,109,14.5,3,0,4633,No plan
3007,Cape Coral,239,138,no,no,0,251.0,119,42.67,91.2,96,7.75,142.2,87,6.4,3,0,7521,No plan
3011,Cape Coral,239,140,no,no,0,231.9,101,39.42,160.1,94,13.61,110.4,98,4.97,3,0,9097,No plan
3012,Cape Coral,239,141,no,yes,36,187.5,99,31.88,241.4,116,20.52,229.5,105,10.33,3,0,4710,Voicemail only
3024,Cape Coral,239,150,no,no,0,189.3,77,32.18,220.9,105,18.78,238.7,117,10.74,4,0,8549,No plan
3026,Cape Coral,239,152,no,yes,20,239.1,105,40.65,209.1,111,17.77,268.2,130,12.07,5,0,7077,Voicemail only
3032,Cape Coral,239,160,no,no,0,256.0,111,43.52,187.4,61,15.93,119.1,81,5.36,3,0,3338,No plan
3037,Cape Coral,239,163,no,no,0,202.9,100,34.49,178.6,46,15.18,203.8,116,9.17,5,0,8342,No plan
3047,Cape Coral,239,189,no,no,0,227.8,124,38.73,169.5,112,14.41,201.1,91,9.05,3,0,6501,No plan
3053,Tallahassee,850,3,no,no,0,139.0,99,23.63,250.7,108,21.31,286.2,87,12.88,4,0,2872,No plan
3054,Tallahassee,850,7,no,no,0,206.7,87,35.14,281.1,83,23.89,158.5,77,7.13,3,0,9146,No plan
3056,Tallahassee,850,13,no,yes,21,315.6,105,53.65,208.9,71,17.76,260.1,123,11.7,3,0,7120,Voicemail only
3061,Tallahassee,850,26,no,no,0,234.5,109,39.87,216.5,129,18.4,191.6,94,8.62,3,0,3300,No plan
3076,Tallahassee,850,48,no,yes,36,230.9,92,39.25,167.6,121,14.25,270.0,87,12.15,3,0,8450,Voicemail only
3084,Tallahassee,850,54,yes,no,0,236.3,91,40.17,152.8,130,12.99,160.3,98,7.21,3,0,6932,International only
3085,Tallahassee,850,55,no,yes,39,139.3,101,23.68,178.3,117,15.16,246.5,104,11.09,3,0,6756,Voicemail only
3090,Tallahassee,850,59,no,no,0,182.5,104,31.03,204.7,95,17.4,229.9,100,10.35,4,0,5241,No plan
3095,Tallahassee,850,64,no,no,0,216.9,78,36.87,211.0,115,17.94,179.8,116,8.09,3,0,7791,No plan
3102,Tallahassee,850,66,no,yes,33,88.8,104,15.1,109.6,94,9.32,172.7,107,7.77,3,0,8679,Voicemail only
3107,Tallahassee,850,68,no,yes,22,82.5,97,14.03,289.9,94,24.64,180.0,114,8.1,3,0,2723,Voicemail only
3120,Tallahassee,850,73,no,no,0,183.4,80,31.18,242.0,115,20.57,201.4,100,9.06,4,0,4065,No plan
3124,Tallahassee,850,74,no,no,0,230.9,93,39.25,223.0,78,18.96,157.8,101,7.1,3,0,4083,No plan
3127,Tallahassee,850,78,no,no,0,137.4,109,23.36,237.6,49,20.2,206.7,136,9.3,3,0,2695,No plan
3131,Tallahassee,850,79,no,no,0,222.3,99,37.79,146.2,82,12.43,275.6,82,12.4,3,0,6931,No plan
3132,Tallahassee,850,79,no,yes,31,103.1,90,17.53,243.0,135,20.66,76.4,92,3.44,3,0,7661,Voicemail only
3135,Tallahassee,850,81,no,no,0,203.5,89,34.6,289.6,69,24.62,212.9,71,9.58,3,0,2647,No plan
3136,Tallahassee,850,81,no,yes,46,168.3,124,28.61,270.9,103,23.03,222.5,98,10.01,4,0,6717,Voicemail only
3138,Tallahassee,850,82,yes,no,0,208.8,101,35.5,213.7,87,18.16,175.1,86,7.88,3,0,4604,International only
3140,Tallahassee,850,83,no,no,0,178.8,102,30.4,167.9,84,14.27,178.9,65,8.05,3,0,6030,No plan
3151,Tallahassee,850,86,no,yes,16,144.8,105,24.62,206.2,111,17.53,255.4,117,11.49,4,0,7716,Voicemail only
3153,Tallahassee,850,86,no,yes,29,157.2,118,26.72,196.3,136,16.69,226.7,109,10.2,3,0,4832,Voicemail only
3156,Tallahassee,850,87,no,no,0,169.1,105,28.75,169.9,102,14.44,244.9,106,11.02,3,0,7301,No plan
3168,Tallahassee,850,93,no,no,0,164.5,95,27.97,230.9,87,19.63,149.9,91,6.75,4,0,5023,No plan
3175,Tallahassee,850,98,no,no,0,72.8,107,12.38,186.4,103,15.84,175.3,110,7.89,3,0,7459,No plan
3183,Tallahassee,850,101,no,no,0,153.8,89,26.15,234.0,89,19.89,196.3,77,8.83,4,0,2292,No plan
3184,Tallahassee,850,101,no,no,0,217.7,118,37.01,231.7,128,19.69,185.3,128,8.34,3,0,1380,No plan
3186,Tallahassee,850,102,yes,no,0,224.2,81,38.11,243.3,90,20.68,147.8,66,6.65,3,0,9689,International only
3191,Tallahassee,850,104,no,no,0,109.1,141,18.55,187.1,140,15.9,216.6,100,9.75,3,0,1783,No plan
3197,Tallahassee,850,106,no,no,0,212.9,110,36.19,187.0,69,15.9,128.1,71,5.76,3,0,3732,No plan
3206,Tallahassee,850,108,no,no,0,201.1,101,34.19,170.7,86,14.51,237.4,113,10.68,3,0,2046,No plan
3210,Tallahassee,850,109,no,yes,35,230.5,116,39.19,265.8,130,22.59,269.7,69,12.14,5,0,9315,Voicemail only
3211,Tallahassee,850,110,no,no,0,74.5,117,12.67,200.8,98,17.07,192.2,101,8.65,3,0,5780,No plan
3216,Tallahassee,850,112,no,no,0,206.2,122,35.05,164.5,94,13.98,140.3,101,6.31,3,0,6462,No plan
3227,Tallahassee,850,119,no,yes,32,142.6,77,24.24,208.2,126,17.7,171.0,102,7.69,3,0,1612,Voicemail only
3240,Tallahassee,850,123,no,no,0,211.0,92,35.87,217.0,102,18.45,214.8,104,9.67,3,0,8599,No plan
3244,Tallahassee,850,124,no,no,0,178.3,102,30.31,235.0,120,19.98,239.7,119,10.79,3,0,8344,No plan
3246,Tallahassee,850,124,no,no,0,234.4,61,39.85,179.3,111,15.24,285.5,117,12.85,3,0,5628,No plan
3253,Tallahassee,850,129,no,no,0,143.7,114,24.43,297.8,98,25.31,212.6,86,9.57,4,0,3132,No plan
3256,Tallahassee,850,130,no,no,0,155.9,95,26.5,256.1,97,21.77,262.9,103,11.83,3,0,5279,No plan
3277,Tallahassee,850,141,no,no,0,260.2,131,44.23,179.2,120,15.23,135.0,119,6.08,3,0,7749,No plan
3279,Tallahassee,850,142,no,yes,40,237.4,105,40.36,175.9,93,14.95,210.3,110,9.46,3,0,7895,Voicemail only
3289,Tallahassee,850,147,yes,yes,24,219.9,118,37.38,208.5,116,17.72,352.5,111,15.86,3,0,5682,International & Voicemail 
3295,Tallahassee,850,148,no,yes,25,230.7,102,39.22,233.8,109,19.87,215.8,90,9.71,3,0,9270,Voicemail only
3297,Tallahassee,850,149,yes,no,0,180.9,79,30.75,194.9,83,16.57,197.8,109,8.9,3,0,9079,International only
3298,Tallahassee,850,151,no,no,0,156.4,108,26.59,233.4,118,19.84,195.7,141,8.81,4,0,1405,No plan
3308,Tallahassee,850,157,no,no,0,220.7,105,37.52,119.3,127,10.14,165.1,113,7.43,4,0,9783,No plan
3316,Tallahassee,850,169,yes,no,0,57.1,98,9.71,199.7,78,16.97,274.7,103,12.36,3,0,5870,International only
3330,Tallahassee,850,209,no,no,0,227.2,128,38.62,258.4,92,21.96,183.5,74,8.26,3,0,5310,No plan
3331,Tallahassee,850,210,no,yes,31,313.8,87,53.35,147.7,103,12.55,192.7,97,8.67,3,0,7802,Voicemail only
